1 	Oakland 	35.5 	35.5 	45.0 	45.0 	26.0 	25.3
2 	Kansas City 	34.5 	34.5 	27.0 	27.0 	42.0 	23.8
3 	LA Rams 	33.0 	33.0 	20.0 	33.0 	-- 	14.0
4 	Denver 	33.0 	33.0 	42.0 	33.0 	-- 	20.8
5 	New England 	31.5 	31.5 	36.0 	27.0 	36.0 	28.7
6 	Detroit 	29.5 	29.5 	24.0 	35.0 	24.0 	20.7
7 	Tampa Bay 	29.0 	29.0 	29.0 	29.0 	-- 	22.1
8 	Atlanta 	28.5 	28.5 	34.0 	34.0 	23.0 	34.1
9 	Tennessee 	26.5 	26.5 	37.0 	16.0 	37.0 	23.8
10 	Philadelphia 	25.0 	25.0 	20.0 	-- 	25.0 	22.9
11 	Pittsburgh 	23.5 	23.5 	26.0 	26.0 	21.0 	24.4
12 	Jacksonville 	22.5 	22.5 	16.0 	16.0 	29.0 	19.9
13 	Baltimore 	22.0 	22.0 	24.0 	24.0 	20.0 	21.4
14 	Washington 	22.0 	22.0 	27.0 	17.0 	27.0 	24.8
15 	Green Bay 	20.0 	20.0 	23.0 	17.0 	23.0 	27.6
16 	New Orleans 	19.5 	19.5 	20.0 	20.0 	19.0 	29.3
17 	Arizona 	19.5 	19.5 	16.0 	-- 	19.5 	26.1
18 	Minnesota 	19.0 	19.0 	9.0 	29.0 	9.0 	20.4
19 	LA Chargers 	19.0 	19.0 	17.0 	17.0 	21.0 	25.6
20 	Miami 	19.0 	19.0 	19.0 	-- 	19.0 	22.1
21 	Dallas 	18.0 	18.0 	17.0 	19.0 	17.0 	26.6
22 	NY Jets 	16.0 	16.0 	20.0 	-- 	16.0 	17.2
23 	Carolina 	16.0 	16.0 	9.0 	9.0 	23.0 	23.1
24 	Cleveland 	14.0 	14.0 	10.0 	18.0 	10.0 	16.5
25 	Buffalo 	12.0 	12.0 	3.0 	21.0 	3.0 	24.9
26 	Chicago 	12.0 	12.0 	7.0 	17.0 	7.0 	17.4
27 	Indianapolis 	11.0 	11.0 	13.0 	13.0 	9.0 	25.7
28 	Seattle 	10.5 	10.5 	12.0 	12.0 	9.0 	22.2
29 	Houston 	10.0 	10.0 	13.0 	7.0 	13.0 	17.9
30 	NY Giants 	6.5 	6.5 	10.0 	10.0 	3.0 	19.0
31 	San Francisco 	6.0 	6.0 	9.0 	3.0 	9.0 	19.3
32 	Cincinnati 	4.5 	4.5 	9.0 	4.5 	-- 	20.3
